CGI;Y;X;REGION
605-02-410-53972;36.896960235493;10.122196475334;Ariana
605-02-410-53973;36.896960235493;10.122196475334;Ariana
605-02-410-53981;36.901910923117;10.123896451491;Ariana
605-02-410-53982;36.901910923117;10.123896451491;Ariana
605-02-410-53983;36.901910923117;10.123896451491;Ariana
605-02-410-54251;36.939528804416;10.162965791902;Ariana
605-02-410-54252;36.939528804416;10.162965791902;Ariana
605-02-410-54253;36.939528804416;10.162965791902;Ariana
605-02-410-54254;36.939528804416;10.162965791902;Ariana
605-02-410-54256;36.939528804416;10.162965791902;Ariana
605-02-410-55061;36.960342281085;10.222140413413;Ariana
605-02-410-55062;36.960342281085;10.222140413413;Ariana
605-02-410-55063;36.960342281085;10.222140413413;Ariana
605-02-410-57071;36.97754;10.20519;Ariana
605-02-410-57072;36.97754;10.20519;Ariana
605-02-410-57073;36.97754;10.20519;Ariana
605-02-410-55421;36.947144966029;10.184902524457;Ariana
605-02-410-55422;36.947144966029;10.184902524457;Ariana
605-02-410-55423;36.947144966029;10.184902524457;Ariana
605-02-410-50681;36.890554106061;10.184992299224;Ariana
605-02-410-50682;36.890554106061;10.184992299224;Ariana
605-02-410-50683;36.890554106061;10.184992299224;Ariana
605-02-410-52651;36.89683403387;10.187984968208;Ariana
605-02-410-52652;36.89683403387;10.187984968208;Ariana
605-02-410-52653;36.89683403387;10.187984968208;Ariana
605-02-410-53221;36.893885420967;10.165347899953;Ariana
605-02-410-53222;36.893885420967;10.165347899953;Ariana
605-02-410-53223;36.893885420967;10.165347899953;Ariana
605-02-410-53691;36.899619662818;10.184346823379;Ariana
605-02-410-53692;36.899619662818;10.184346823379;Ariana
605-02-410-53693;36.899619662818;10.184346823379;Ariana
605-02-410-53861;36.890653594369;10.177710593317;Ariana
605-02-410-53862;36.890653594369;10.177710593317;Ariana
605-02-410-53863;36.890653594369;10.177710593317;Ariana
605-02-410-54381;36.917152217963;10.18069999244;Ariana
605-02-410-54382;36.917152217963;10.18069999244;Ariana
605-02-410-54383;36.917152217963;10.18069999244;Ariana
605-02-410-55071;36.887422221553;10.180870381572;Ariana
605-02-410-55072;36.887422221553;10.180870381572;Ariana
605-02-410-55073;36.887422221553;10.180870381572;Ariana
605-02-410-55081;36.905970225131;10.179349066992;Ariana
605-02-410-55082;36.905970225131;10.179349066992;Ariana
605-02-410-55083;36.905970225131;10.179349066992;Ariana
605-02-410-55084;36.905970225131;10.179349066992;Ariana
605-02-410-55601;36.883686393326;10.183988452407;Ariana
605-02-410-55602;36.883686393326;10.183988452407;Ariana
605-02-410-55603;36.883686393326;10.183988452407;Ariana
605-02-410-55711;36.904732948835;10.188623754365;Ariana
605-02-410-55712;36.904732948835;10.188623754365;Ariana
605-02-410-55713;36.904732948835;10.188623754365;Ariana
605-02-410-50171;36.89153712387;10.171316181737;Ariana
605-02-410-50172;36.89153712387;10.171316181737;Ariana
605-02-410-50173;36.89153712387;10.171316181737;Ariana
605-02-410-50801;36.868505361729;10.214471721479;Ariana
605-02-410-50802;36.868505361729;10.214471721479;Ariana
605-02-410-50803;36.868505361729;10.214471721479;Ariana
605-02-410-50991;36.868092552251;10.206331469667;Ariana
605-02-410-50992;36.868092552251;10.206331469667;Ariana
605-02-410-50993;36.868092552251;10.206331469667;Ariana
605-02-410-50995;36.868092552251;10.206331469667;Ariana
605-02-410-50996;36.868092552251;10.206331469667;Ariana
605-02-410-51591;36.887691113541;10.217614700651;Ariana
605-02-410-51592;36.887691113541;10.217614700651;Ariana
605-02-410-51593;36.887691113541;10.217614700651;Ariana
605-02-410-51691;36.88171757677;10.207634215402;Ariana
605-02-410-51692;36.88171757677;10.207634215402;Ariana
605-02-410-51693;36.88171757677;10.207634215402;Ariana
605-02-410-52291;36.87454230818;10.219111346593;Ariana
605-02-410-52292;36.87454230818;10.219111346593;Ariana
605-02-410-52293;36.87454230818;10.219111346593;Ariana
605-02-410-52294;36.87454230818;10.219111346593;Ariana
605-02-410-52581;36.87468241767;10.200937360851;Ariana
605-02-410-52582;36.87468241767;10.200937360851;Ariana
605-02-410-52583;36.87468241767;10.200937360851;Ariana
605-02-410-53211;36.885518826148;10.230720523378;Ariana
605-02-410-53212;36.885518826148;10.230720523378;Ariana
605-02-410-53213;36.885518826148;10.230720523378;Ariana
605-02-410-54421;36.880043082309;10.214497334699;Ariana
605-02-410-54422;36.880043082309;10.214497334699;Ariana
605-02-410-54423;36.880043082309;10.214497334699;Ariana
605-02-410-55941;36.891952067547;10.213473981281;Ariana
605-02-410-55942;36.891952067547;10.213473981281;Ariana
605-02-410-55943;36.891952067547;10.213473981281;Ariana
605-02-410-55954;36.878791;10.232116;Ariana
605-02-410-55955;36.878791;10.232116;Ariana
605-02-410-55956;36.878791;10.232116;Ariana
605-02-410-50231;36.851306101495;10.261218846357;Ariana
605-02-410-50232;36.851306101495;10.261218846357;Ariana
605-02-410-50233;36.851306101495;10.261218846357;Ariana
605-02-410-50234;36.851306101495;10.261218846357;Ariana
605-02-410-50235;36.851306101495;10.261218846357;Ariana
605-02-410-50781;36.874445316917;10.24410757365;Ariana
605-02-410-50782;36.874445316917;10.24410757365;Ariana
605-02-410-50783;36.874445316917;10.24410757365;Ariana
605-02-410-51341;36.879768537285;10.262427369781;Ariana
605-02-410-51342;36.879768537285;10.262427369781;Ariana
605-02-410-51343;36.879768537285;10.262427369781;Ariana
605-02-410-51671;36.862638221312;10.215253867064;Ariana
605-02-410-51672;36.862638221312;10.215253867064;Ariana
605-02-410-51673;36.862638221312;10.215253867064;Ariana
605-02-410-52061;36.862416106124;10.256521589582;Ariana
605-02-410-52062;36.862416106124;10.256521589582;Ariana
605-02-410-52063;36.862416106124;10.256521589582;Ariana
605-02-410-52064;36.862416106124;10.256521589582;Ariana
605-02-410-52065;36.862416106124;10.256521589582;Ariana
605-02-410-52066;36.862416106124;10.256521589582;Ariana
605-02-410-53451;36.874025270546;10.281069756609;Tunis
605-02-410-53452;36.874025270546;10.281069756609;Tunis
605-02-411-50882;36.747217633242;10.271610396972;Ben Arous
605-02-411-50883;36.747217633242;10.271610396972;Ben Arous
605-02-411-50901;36.747217633242;10.271610396972;Ben Arous
605-02-411-50902;36.747217633242;10.271610396972;Ben Arous
605-02-411-50903;36.747217633242;10.271610396972;Ben Arous
605-02-411-50881;36.747217633242;10.271610396972;Ben Arous
605-02-411-50853;36.748391093263;10.272301845705;Ben Arous
605-02-411-50863;36.747804712498;10.274028364592;Ben Arous
605-02-411-50873;36.746631262826;10.273336895388;Ben Arous
605-02-411-53354;36.745392502289;10.268634428894;Ben Arous
605-02-411-53371;36.745392502289;10.268634428894;Ben Arous
